"match (certainty/distance)",lng-IV,lng-CAMPOP,lat-IV,lat-CAMPOP
"HASTINGS -> HASTINGS, SUSSEX (100 / 4.3mi)",50.83,0.5,50.8560953100504,0.589665133394958
"HATFIELD -> HATFIELD, YORKSHIRE WEST RIDING (100 / 8.9mi)",53.63,-0.8,53.578708309361,-1.00011190497625
"HATTON -> HATTON, WARWICKSHIRE (100 / 7.3mi)",52.36,-1.51,52.3039433842,-1.65527210944412
"HAWKHURST -> HAWKHURST, KENT (100 / 2.1mi)",51.05,0.46,51.0477313123683,0.508620025949267
"HAWORTH -> HAWORTH, YORKSHIRE WEST RIDING (100 / 9.8mi)",53.88,-1.73,53.8313009806748,-1.95616248376093
"HAXEY -> HAXEY, LINCOLNSHIRE (100 / 8.6mi)",53.55,-0.66,53.4902091258056,-0.844007246759233
"HAYDON -> HAYDON, NORTHUMBERLAND (100 / 34.8mi)",55.11,-1.4,54.9742103671492,-2.24712141207424
"HEATH -> HEATH, YORKSHIRE WEST RIDING (100 / 11.9mi)",53.75,-1.2,53.6772911062946,-1.46432214453975
"HEATON NORRIS -> HEATON NORRIS, LANCASHIRE (100 / 13.2mi)",53.61,-2.13,53.4223640527732,-2.18596352757853
"HELMINGHAM -> HELMINGHAM, SUFFOLK (100 / 7.4mi)",52.28,1.21,52.1734746060856,1.20247457362558
"HEMPTON -> HEMPTON, NORFOLK (100 / 3.8mi)",52.88,0.86,52.8259613687657,0.838951084878237
"HEMSWORTH -> HEMSWORTH, YORKSHIRE WEST RIDING (100 / 9.7mi)",53.66,-1.13,53.609823652255,-1.35121264880492
"HENDON -> HENDON, MIDDLESEX (100 / 3.6mi)",51.61,-0.15,51.591513116733,-0.227652690603057
"HENFIELD -> HENFIELD, SUSSEX (100 / 3.9mi)",50.98,-0.23,50.9323189233134,-0.276435895189983
"HENHAM -> HENHAM, ESSEX (100 / 0.7mi)",51.93,0.26,51.9343909854413,0.245148578170747
"HENHAM -> HENHAM, SUFFOLK (100 / 11.8mi)",52.51,1.68,52.3468958893626,1.59731848065748
"HENLEY IN ARDEN -> HENLEY IN ARDEN, WARWICKSHIRE (100 / 8.2mi)",52.35,-1.61,52.2929400803333,-1.77986232958413
"HESTON -> HESTON, MIDDLESEX (100 / 4.4mi)",51.51,-0.3,51.4716220609026,-0.38117455880698
"HESWALL -> HESWALL, CHESHIRE (100 / 9.7mi)",53.43,-2.95,53.3227608689715,-3.10365896015027
"HEVENINGHAM -> HEVENINGHAM, SUFFOLK (100 / 10.5mi)",52.45,1.48,52.3017892626138,1.42086920338072
"HEVERSHAM -> HEVERSHAM, WESTMORLAND (100 / 14mi)",54.35,-2.48,54.2437157601745,-2.77489326726048
"HEXHAM -> HEXHAM, NORTHUMBERLAND (100 / 19.4mi)",55.05,-1.63,54.9714816761599,-2.10143795802686
"HEYDON -> HEYDON, ESSEX (100 / 0.9mi)",52.05,0.1,52.0397312014711,0.0871258935856
"HEYWOOD -> HEYWOOD, LANCASHIRE (100 / 3.8mi)",53.61,-2.13,53.5935090354663,-2.21953016431369
"HICKLING -> HICKLING, NORFOLK (100 / 8.8mi)",52.88,1.5,52.7611450895009,1.57669418459186
"HIGHAM -> HIGHAM, DERBYSHIRE (100 / 7.5mi)",53.18,-1.26,53.1275918602308,-1.4183157542153
"HIGHAM -> HIGHAM, KENT (100 / 3.1mi)",51.46,0.48,51.4163286685415,0.461742604732942
"HIGHWOOD HILL -> HIGHWOOD HILL, MIDDLESEX (100 / 2.9mi)",51.65,-0.18,51.6288590253094,-0.23969367285555
"HIGHWORTH -> HIGHWORTH, WILTSHIRE (100 / 4.3mi)",51.63,-1.61,51.6307252819587,-1.70970096043261
"HILBOROUGH -> HILBOROUGH, NORFOLK (100 / 2.8mi)",52.6,0.73,52.5673514098576,0.692244497475216
"HILDERSHAM -> HILDERSHAM, CAMBRIDGESHIRE (100 / 2.2mi)",52.13,0.21,52.1162455686716,0.255578133105587
"HINCKLEY -> HINCKLEY, LEICESTERSHIRE (100 / 7.3mi)",52.63,-1.28,52.5410812730556,-1.3733453420764
"HINDLEY -> HINDLEY, LANCASHIRE (100 / 12.9mi)",53.63,-2.85,53.5362325680132,-2.57744877175139
"HINGHAM -> HINGHAM, NORFOLK (100 / 5.3mi)",52.63,1.08,52.5796770451905,0.984707622123512
"HINSTOCK -> HINSTOCK, SHROPSHIRE (100 / 5.1mi)",52.9,-2.4,52.8337559106649,-2.4551022730882
"HITCHIN -> HITCHIN, HERTFORDSHIRE (100 / 2.3mi)",51.98,-0.28,51.9473860426303,-0.278721616259533
"HOBY -> HOBY, LEICESTERSHIRE (100 / 6.9mi)",52.81,-0.88,52.7496373189606,-1.01014462469362
"HOCKLEY -> HOCKLEY, ESSEX (100 / 4.7mi)",51.66,0.71,51.6098245781616,0.63567642674432
"HODDESDON -> HODDESDON, HERTFORDSHIRE (100 / 3mi)",51.78,0.05,51.760699090033,-0.011684462663286
"HODNET -> HODNET, SHROPSHIRE (100 / 5.6mi)",52.93,-2.53,52.8534788458239,-2.57702118591642
"HOGGESTON -> HOGGESTON, BUCKINGHAMSHIRE (100 / 3.3mi)",51.93,-0.75,51.9179103191803,-0.825977329861757
"HOLKHAM -> HOLKHAM, NORFOLK (100 / 5.5mi)",53.03,0.85,52.9571901804155,0.794454932758322
"HOLT -> HOLT, NORFOLK (100 / 4.1mi)",52.96,1.05,52.906098253902,1.08972217805615
"HOLTON -> HOLTON, OXFORDSHIRE (100 / 4.5mi)",51.78,-1.03,51.7529663139031,-1.12467177498897
"HOLYHEAD -> HOLYHEAD, ANGLESEY (100 / 18mi)",53.56,-4.5,53.3118734151401,-4.63377209422036
"HOLYWELL -> HOLYWELL, FLINTSHIRE (100 / 7.8mi)",53.36,-3.1,53.2738529858721,-3.22240121493431
"HOPE -> HOPE, DERBYSHIRE (100 / 9.4mi)",53.43,-1.56,53.3478610358484,-1.74265776710912
"HORBLING -> HORBLING, LINCOLNSHIRE (100 / 6.3mi)",52.95,-0.21,52.9024346027636,-0.337962473641917
"HORBURY -> HORBURY, YORKSHIRE WEST RIDING (100 / 10.4mi)",53.73,-1.33,53.6610045699356,-1.55479623276361
"HORNCASTLE -> HORNCASTLE, LINCOLNSHIRE (100 / 5.7mi)",53.26,-0.01,53.2086575093652,-0.116614619458368
"HORNDON ON THE HILL -> HORNDON ON THE HILL, ESSEX (100 / 3.4mi)",51.56,0.46,51.5239577908775,0.40565555897964
"HORSFORD -> HORSFORD, NORFOLK (100 / 8.2mi)",52.81,1.25,52.6915365351214,1.24930410022565
"HORSFORTH -> HORSFORTH, YORKSHIRE WEST RIDING (100 / 14.2mi)",53.9,-1.31,53.8368546275109,-1.64262185737792
"HORTON -> HORTON, GLOUCESTERSHIRE (100 / 3.6mi)",51.61,-2.36,51.5578935107786,-2.3475402143205
"HORWICH -> HORWICH, LANCASHIRE (100 / 18mi)",53.61,-2.1,53.5992109923112,-2.53877070116428
"HOUNSLOW -> HOUNSLOW, MIDDLESEX (100 / 4mi)",51.5,-0.28,51.4689865033457,-0.358490478486331
"HOVINGHAM -> HOVINGHAM, YORKSHIRE NORTH RIDING (100 / 10.9mi)",54.23,-0.73,54.1730571628239,-0.980341837470576
"HOWICK -> HOWICK, NORTHUMBERLAND (100 / 21.6mi)",55.48,-1.06,55.4498211987072,-1.60865367622169
"HOWTON -> HOWTON, HEREFORDSHIRE (100 / 4.3mi)",52,-2.78,51.9589908798684,-2.85518987963235
"HULL -> HULL, YORKSHIRE EAST RIDING (100 / 9.4mi)",53.83,-0.16,53.7408654702828,-0.333640222006051
"HUNDRED HOUSE -> HUNDRED HOUSE, WORCESTERSHIRE (100 / 6.2mi)",52.33,-2.23,52.2934413460409,-2.36502565914399
"HUNGERFORD -> HUNGERFORD, BERKSHIRE (100 / 2.6mi)",51.43,-1.46,51.4148362462218,-1.51558704395913
"HUNSTANTON -> HUNSTANTON, NORFOLK (100 / 8mi)",53.03,0.61,52.9395107141881,0.489650881203046
"HUNTINGFIELD -> HUNTINGFIELD, SUFFOLK (100 / 10mi)",52.46,1.46,52.3171438478399,1.42641300826216
"HUNTON -> HUNTON, KENT (100 / 1mi)",51.23,0.45,51.2209177957564,0.467661439260709
"HURSLEY -> HURSLEY, HAMPSHIRE (100 / 4mi)",51.08,-1.36,51.0253305512359,-1.39136352840812
"HYDE -> HYDE, CHESHIRE (100 / 5.3mi)",53.45,-1.95,53.4512639726397,-2.07895420362145
"IBSTOCK -> IBSTOCK, LEICESTERSHIRE (100 / 6.1mi)",52.75,-1.3,52.686024535833,-1.39920496094504
"ICKENHAM -> ICKENHAM, MIDDLESEX (100 / 4.3mi)",51.6,-0.36,51.5649315227594,-0.443972085364749
"IFIELD -> IFIELD, SUSSEX (100 / 2.6mi)",51.16,-0.2,51.1238913730418,-0.219433879250252
"IGHTHAM -> IGHTHAM, KENT (100 / 1.9mi)",51.31,0.26,51.2872247709062,0.2866388997236
"ILCHESTER -> ILCHESTER, SOMERSET (100 / 2.3mi)",51.03,-2.71,51.0017552407699,-2.68252786230322
"ILKESTON -> ILKESTON, DERBYSHIRE (100 / 8.2mi)",53.05,-1.16,52.9709776379201,-1.30832111661401
"ILKLEY -> ILKLEY, YORKSHIRE WEST RIDING (100 / 13mi)",54,-1.53,53.9264430099655,-1.82415566829775
"INCE -> INCE, CHESHIRE (100 / 10.7mi)",53.4,-2.66,53.2812711870332,-2.826599952856
"INGLEBY -> INGLEBY, DERBYSHIRE (100 / 5.1mi)",52.83,-1.36,52.838206319511,-1.48034816440747
"IPSWICH -> IPSWICH, SUFFOLK (100 / 6.7mi)",52.15,1.2,52.0571753295678,1.15467410568985
"ISLIP -> ISLIP, OXFORDSHIRE (100 / 6.2mi)",51.85,-1.1,51.8230017048261,-1.23746736505347
"IXWORTH -> IXWORTH, SUFFOLK (100 / 4.1mi)",52.35,0.88,52.2988568152237,0.833096888089939
"KEDINGTON -> KEDINGTON, SUFFOLK (100 / 4.5mi)",52.15,0.43,52.0953179892778,0.487644996036453
"KEGWORTH -> KEGWORTH, LEICESTERSHIRE (100 / 4.4mi)",52.86,-1.18,52.8355405770087,-1.27739377611266
"KELVEDON -> KELVEDON, ESSEX (100 / 4.8mi)",51.9,0.73,51.8348536916583,0.693076720179337
"KEMBLE -> KEMBLE, WILTSHIRE (100 / 2.5mi)",51.7,-1.98,51.6716126860518,-2.0168201877047
"KEMPSTON -> KEMPSTON, BEDFORDSHIRE (100 / 3.1mi)",52.16,-0.5,52.115443744302,-0.498923823653034
"KEMSING -> KEMSING, KENT (100 / 0.8mi)",51.31,0.25,51.3069046662383,0.231057035951286
"KENDAL -> KENDAL, WESTMORLAND (100 / 15mi)",54.46,-2.45,54.3284840302891,-2.7461327393832
"KENLEY -> KENLEY, SHROPSHIRE (100 / 2.7mi)",52.63,-2.6,52.6031859012538,-2.64699150862777
"KENTFORD -> KENTFORD, SUFFOLK (100 / 5.2mi)",52.2,0.53,52.2728374176346,0.499800898787844
"KENTON -> KENTON, MIDDLESEX (100 / 5.4mi)",51.65,-0.23,51.5869894523602,-0.302533304446902
"KESWICK -> KESWICK, CUMBERLAND (100 / 14.4mi)",54.71,-2.83,54.6010187869792,-3.13764493512174
"KETTERING -> KETTERING, NORTHAMPTONSHIRE (100 / 4.9mi)",52.45,-0.65,52.3975408922938,-0.727691404852332
"KETTLEWELL -> KETTLEWELL, YORKSHIRE WEST RIDING (100 / 13.3mi)",54.2,-1.73,54.1461280961771,-2.04528299976697
"KEW -> KEW, SURREY (100 / 3.8mi)",51.51,-0.21,51.483803450926,-0.287846570672975
"KEYNSHAM -> KEYNSHAM, SOMERSET (100 / 3.9mi)",51.45,-2.56,51.4121569282174,-2.49348373377133
"KIBWORTH BEAUCHAMP -> KIBWORTH BEAUCHAMP, LEICESTERSHIRE (100 / 6.9mi)",52.6,-0.86,52.5411131937207,-0.992379621101583
"KIDDINGTON -> KIDDINGTON, OXFORDSHIRE (100 / 4mi)",51.91,-1.31,51.9032451750672,-1.4033831944414
"KIDWELLY -> KIDWELLY, CARMARTHENSHIRE (100 / 7.7mi)",51.83,-4.21,51.7362809101926,-4.30696980602268
"KILDWICK -> KILDWICK, YORKSHIRE WEST RIDING (100 / 12.2mi)",53.98,-1.71,53.9092055094737,-1.98407520318441
"KILKHAMPTON -> KILKHAMPTON, CORNWALL (100 / 9.9mi)",51.01,-4.56,50.8750621131941,-4.48508490095377
"KIMBERLEY -> KIMBERLEY, NOTTINGHAMSHIRE (100 / 7.5mi)",53.06,-1.11,52.9974852670988,-1.25740440032499
"KIMBOLTON -> KIMBOLTON, HUNTINGDONSHIRE (100 / 1mi)",52.31,-0.38,52.2968805463394,-0.388947360784068
"KINETON -> KINETON, WARWICKSHIRE (100 / 7.3mi)",52.21,-1.36,52.1578621700367,-1.51014267838861
"KINGSCLERE -> KINGSCLERE, HAMPSHIRE (100 / 4.3mi)",51.38,-1.2,51.3250333229226,-1.24717302574293
"KINGSDOWN -> KINGSDOWN, KENT (100 / 2.3mi)",51.38,0.28,51.3472966823026,0.267248087065342
"KINGTON -> KINGTON, HEREFORDSHIRE (100 / 2.2mi)",52.21,-2.98,52.2032786834044,-3.03120019459469
"KINLET -> KINLET, SHROPSHIRE (100 / 4.4mi)",52.45,-2.33,52.4265176818794,-2.42693233001599
"KINVER -> KINVER, STAFFORDSHIRE (100 / 6.3mi)",52.46,-2.08,52.4479843533797,-2.22865698988239
"KIRKBY LONSDALE -> KIRKBY LONSDALE, WESTMORLAND (100 / 13.1mi)",54.28,-2.3,54.2018601525026,-2.59657312285087
"KIRTON -> KIRTON, SUFFOLK (100 / 7.7mi)",52.11,1.4,52.0089618990091,1.32257876908833
"KNARESBOROUGH -> KNARESBOROUGH, YORKSHIRE WEST RIDING (100 / 11mi)",54.03,-1.2,54.0078205017248,-1.46713405032461
"KNIGHTON -> KNIGHTON, RADNORSHIRE (100 / 1.8mi)",52.35,-3.01,52.3443029174158,-3.05246988335131
"KNOTTINGLEY -> KNOTTINGLEY, YORKSHIRE WEST RIDING (100 / 11.8mi)",53.78,-0.98,53.710982380312,-1.24433190187041
"LACOCK -> LACOCK, WILTSHIRE (100 / 1.7mi)",51.41,-2.16,51.414875666859,-2.12248691511341
"LALEHAM -> LALEHAM, MIDDLESEX (100 / 5.8mi)",51.43,-0.36,51.4091877078994,-0.489826709276692
"LAMBETH -> LAMBETH, SURREY (100 / 4mi)",51.51,-0.03,51.49500265254,-0.120096602456276
"LAMPTON -> LAMPTON, MIDDLESEX (100 / 3.5mi)",51.51,-0.3,51.4781327592327,-0.362410424422536
"LANGDALE -> LANGDALE, WESTMORLAND (100 / 14.9mi)",54.53,-2.21,54.440008415049,-2.548600194987
"LANGFORD -> LANGFORD, BEDFORDSHIRE (100 / 1.5mi)",52.08,-0.28,52.0583936744881,-0.271913525123174
"LANGPORT -> LANGPORT, SOMERSET (100 / 3.6mi)",51.05,-2.91,51.037514588349,-2.82960559514206
"LARLINGFORD -> LARLINGFORD, NORFOLK (100 / 72.4mi)",53.51,0.98,52.4629437605322,0.916857991933959
"LATHBURY -> LATHBURY, BUCKINGHAMSHIRE (100 / 3.8mi)",52.15,-0.71,52.0963853395118,-0.724778507865596
"LAXFIELD -> LAXFIELD, SUFFOLK (100 / 10.4mi)",52.45,1.41,52.3021041364874,1.36643321318656
"LAYSTON -> LAYSTON, HERTFORDSHIRE (100 / 2.1mi)",51.98,0.01,51.9526554452876,-0.008719458888693
"LEDBURY -> LEDBURY, HEREFORDSHIRE (100 / 4mi)",52.05,-2.33,52.0364206382445,-2.42250468938135
"LEE -> LEE, KENT (100 / 2.6mi)",51.46,0.06,51.4628113284819,0.000877209286278
"LEEDS -> LEEDS, KENT (100 / 0.7mi)",51.25,0.63,51.2499701807256,0.614265394183239
"LEICESTER -> LEICESTER, LEICESTERSHIRE (100 / 7.9mi)",52.7,-0.98,52.6344959003362,-1.13338275701169
"LEIGH -> LEIGH, KENT (100 / 1.1mi)",51.21,0.2,51.1977817263227,0.215254758950592
"LEIGH -> LEIGH, LANCASHIRE (100 / 9.6mi)",53.6,-2.36,53.4980201666097,-2.51901376185586
"LEIGHTON -> LEIGHTON, HUNTINGDONSHIRE (100 / 1.8mi)",52.38,-0.33,52.3641778857797,-0.362866858335084
"LENHAM -> LENHAM, KENT (100 / 2.6mi)",51.23,0.66,51.2371856008302,0.718384237312918
"LENTON -> LENTON, NOTTINGHAMSHIRE (100 / 6.3mi)",53,-1.05,52.9483368972003,-1.1761201308823
"LEOMINSTER -> LEOMINSTER, HEREFORDSHIRE (100 / 230mi)",52.26,2.7,52.2279230136739,-2.7387230963951
"LESBURY -> LESBURY, NORTHUMBERLAND (100 / 22.5mi)",55.45,-1.06,55.3987264894941,-1.62764645809696
"LEVERINGTON -> LEVERINGTON, CAMBRIDGESHIRE (100 / 4.6mi)",52.73,0.21,52.6810822211557,0.13587668767129
"LEWKNOR -> LEWKNOR, OXFORDSHIRE (100 / 4.6mi)",51.68,-0.86,51.6730616913828,-0.966361399039789
"LEXDEN -> LEXDEN, ESSEX (100 / 4.9mi)",51.96,0.88,51.8895825458084,0.863510450815084
"LIMPSFIELD -> LIMPSFIELD, SURREY (100 / 3.4mi)",51.31,0.01,51.2609894074147,0.01233604117566
"LINGFIELD -> LINGFIELD, SURREY (100 / 2.4mi)",51.21,0,51.1763517366554,-0.014457965359825
"LINTON -> LINTON, CAMBRIDGESHIRE (100 / 1.4mi)",52.11,0.25,52.0969140358899,0.275398110563999
"LINTON -> LINTON, KENT (100 / 0.7mi)",51.23,0.5,51.2235251896574,0.511297712525483
"LITLINGTON -> LITLINGTON, CAMBRIDGESHIRE (100 / 1mi)",52.06,-0.11,52.0676243594078,-0.09049298858979
"LITTLEBOROUGH -> LITTLEBOROUGH, LANCASHIRE (100 / 7.4mi)",53.71,-1.95,53.6442324678167,-2.09392725490363
"LITTLEBOROUGH -> LITTLEBOROUGH, NOTTINGHAMSHIRE (100 / 7.1mi)",53.38,-0.61,53.3340699545501,-0.763351549275472
"LITTLEBURY -> LITTLEBURY, ESSEX (100 / 1.2mi)",52.05,0.2,52.0330484572723,0.209965992178096
"LLANARTH -> LLANARTH, MONMOUTHSHIRE (100 / 3.5mi)",51.83,-2.85,51.7937936110512,-2.90675543159932
"LLANGADOCK -> LLANGADOCK, CARMARTHENSHIRE (100 / 6.3mi)",52.03,-3.86,51.9396170630203,-3.88363794258743
"LLANGEVIEW -> LLANGEVIEW, MONMOUTHSHIRE (100 / 4.2mi)",51.76,-2.85,51.7017160983073,-2.87423722747444
"LLANGOLLEN -> LLANGOLLEN, DENBIGHSHIRE (100 / 7.3mi)",53.06,-3.08,52.9700055366963,-3.17139761880615
"LLANNON -> LLANNON, CARMARTHENSHIRE (100 / 7.7mi)",51.86,-4.05,51.7558540399499,-4.11707522272874
"LODDON -> LODDON, NORFOLK (100 / 10mi)",52.68,1.46,52.535805828418,1.48225114781675
"LONG PRESTON -> LONG PRESTON, YORKSHIRE WEST RIDING (100 / 13mi)",54.08,-1.95,54.0197803215882,-2.25489579890533
"LONGFORD -> LONGFORD, GLOUCESTERSHIRE (100 / 8.1mi)",51.86,-2.05,51.8848362670924,-2.23643605131913
"LONGNOR -> LONGNOR, STAFFORDSHIRE (100 / 7.3mi)",53.26,-1.75,53.1818835074384,-1.86860839340911
"LONGTON -> LONGTON, STAFFORDSHIRE (100 / 6.6mi)",53.05,-2.01,52.9854320282778,-2.12828330586958
"LONGTOWN -> LONGTOWN, CUMBERLAND (100 / 22.4mi)",55.1,-2.43,55.0087511562225,-2.97196175786771
"LONGTOWN -> LONGTOWN, HEREFORDSHIRE (100 / 3.7mi)",51.98,-2.91,51.9558877417892,-2.9884604742692
"LONGWORTH -> LONGWORTH, BERKSHIRE (100 / 17.8mi)",51.71,-1.03,51.6926680223322,-1.44578572267789
"LOOSE -> LOOSE, KENT (100 / 2mi)",51.26,0.48,51.2408610578822,0.515978160557854
"LORTON -> LORTON, CUMBERLAND (100 / 15.9mi)",54.75,-2.98,54.6218296696566,-3.30989103303588
"LOUGHBOROUGH -> LOUGHBOROUGH, LEICESTERSHIRE (100 / 7.4mi)",52.83,-1.06,52.7709812588578,-1.20666728618093
"LOUGHTON -> LOUGHTON, ESSEX (100 / 4.8mi)",51.68,0.15,51.6444228476482,0.052745923901343
"LOUTH -> LOUTH, LINCOLNSHIRE (100 / 5.6mi)",53.43,0.08,53.3662625409283,-0.005025135166352
"LOWTHER HALL -> LOWTHER HALL, WESTMORLAND (100 / 17.2mi)",54.71,-2.35,54.6075936516229,-2.74138802816266
"LUDDINGTON -> LUDDINGTON, LINCOLNSHIRE (100 / 8.6mi)",53.71,-0.56,53.6451081944484,-0.738376430894387
"LUDGERSHALL -> LUDGERSHALL, WILTSHIRE (100 / 1.9mi)",51.25,-1.58,51.2568651824228,-1.62223585477213
"LUDHAM -> LUDHAM, NORFOLK (100 / 7.1mi)",52.81,1.5,52.7093543499797,1.53386312281633
"LUDLOW -> LUDLOW, SHROPSHIRE (100 / 1mi)",52.38,-2.71,52.3674179017383,-2.72002733462503
"LUTON -> LUTON, BEDFORDSHIRE (100 / 4.3mi)",51.93,-0.36,51.8781467812665,-0.414568929022172
"LUTTERWORTH -> LUTTERWORTH, LEICESTERSHIRE (100 / 6.4mi)",52.53,-1.11,52.4555629608672,-1.19962597900371
"LYDDEN -> LYDDEN, KENT (100 / 2.6mi)",51.13,1.26,51.1633719085302,1.2327975536118
"LYDNEY -> LYDNEY, GLOUCESTERSHIRE (100 / 2.7mi)",51.76,-2.51,51.7243010015841,-2.53621026515968
"LYTHE -> LYTHE, YORKSHIRE NORTH RIDING (100 / 11.7mi)",54.53,-0.4,54.5066737646095,-0.68856931157432
"MACCLESFIELD -> MACCLESFIELD, CHESHIRE (100 / 9.2mi)",53.35,-1.96,53.2614511057631,-2.12539418504151
"MADELEY -> MADELEY, STAFFORDSHIRE (100 / 5.5mi)",53.06,-2.26,52.9962493294777,-2.3396439159392
"MALDON -> MALDON, ESSEX (100 / 4.1mi)",51.78,0.73,51.7316447999403,0.676093609873283
"MALMESBURY -> MALMESBURY, WILTSHIRE (100 / 2mi)",51.61,-2.08,51.5838974643602,-2.09797658185699
"MALTBY -> MALTBY, YORKSHIRE WEST RIDING (100 / 7.6mi)",53.45,-1.03,53.4211339849752,-1.20746308381665
"MANCHESTER -> MANCHESTER, LANCASHIRE (100 / 7.6mi)",53.56,-2.1,53.4854682358782,-2.23581614420325
"MANFIELD -> MANFIELD, YORKSHIRE NORTH RIDING (100 / 13.3mi)",54.55,-1.33,54.5152202208803,-1.65755678890271
"MANSFIELD -> MANSFIELD, NOTTINGHAMSHIRE (100 / 65.6mi)",52.2,-1.03,53.1441983623796,-1.19651245405427
"MANSFIELD WOODHOUSE -> MANSFIELD WOODHOUSE, NOTTINGHAMSHIRE (100 / 7.5mi)",53.21,-1.03,53.1647845284775,-1.19385176050189
"MAPLEDURHAM -> MAPLEDURHAM, OXFORDSHIRE (100 / 5.8mi)",51.55,-0.95,51.4850770950546,-1.03639267692555
"MARCH -> MARCH, CAMBRIDGESHIRE (100 / 4.4mi)",52.6,0.15,52.5490107666611,0.088509355119301
"MARGAM -> MARGAM, GLAMORGANSHIRE (100 / 4.8mi)",51.65,-3.73,51.5845049223085,-3.7696308605108
"MARHAM -> MARHAM, NORFOLK (100 / 4.8mi)",52.71,0.6,52.6584690252118,0.524125152425842
"MARKET RASEN -> MARKET RASEN, LINCOLNSHIRE (100 / 6.4mi)",53.43,-0.2,53.3878396780052,-0.337427654845179
"MARLBOROUGH -> MARLBOROUGH, WILTSHIRE (100 / 3mi)",51.45,-1.68,51.4205074661987,-1.73140247912298
"MARLESFORD -> MARLESFORD, SUFFOLK (100 / 11mi)",52.33,1.45,52.1741263023779,1.39642822455775
"MARLINGFORD -> MARLINGFORD, NORFOLK (100 / 7mi)",52.73,1.18,52.6309180358632,1.14172728239042
"MARPLE -> MARPLE, CHESHIRE (100 / 8.7mi)",53.48,-1.91,53.3935846716012,-2.06379417111112
"MARSH GIBBON -> MARSH GIBBON, BUCKINGHAMSHIRE (100 / 3.9mi)",51.93,-0.98,51.9038453519411,-1.060076925773
"MARSHFIELD -> MARSHFIELD, GLOUCESTERSHIRE (100 / 85.5mi)",51.48,-0.33,51.461513276813,-2.31634432579784
"MARTHAM -> MARTHAM, NORFOLK (100 / 9.9mi)",52.85,1.61,52.7079451290247,1.63275870966738
"MARTOCK -> MARTOCK, SOMERSET (100 / 2.8mi)",51,-2.81,50.9704195714013,-2.76647481414809
"MARTON -> MARTON, WARWICKSHIRE (100 / 6.8mi)",52.38,-1.28,52.316729429023,-1.4045506860877
"MASHAM -> MASHAM, YORKSHIRE NORTH RIDING (100 / 11.4mi)",54.26,-1.38,54.221719219434,-1.65577749930147
"MATLOCK -> MATLOCK, DERBYSHIRE (100 / 6.8mi)",53.2,-1.43,53.1342538316881,-1.55180650450595
"MATTERSEY -> MATTERSEY, NOTTINGHAMSHIRE (100 / 9.1mi)",53.45,-0.76,53.3967857827789,-0.962816071634782
"MEASHAM -> MEASHAM, DERBYSHIRE (100 / 4.4mi)",52.76,-1.45,52.7066145850976,-1.50520696342831
"MELKSHAM -> MELKSHAM, WILTSHIRE (100 / 2.7mi)",51.4,-2.18,51.3714382149212,-2.13858992241145
"MELTON -> MELTON, SUFFOLK (100 / 8.6mi)",52.23,1.36,52.1065938510983,1.33381099449283
"MELTON MOWBRAY -> MELTON MOWBRAY, LEICESTERSHIRE (100 / 7.3mi)",52.81,-0.73,52.7643912913945,-0.886269102328339
"MENDHAM -> MENDHAM, SUFFOLK (100 / 9.2mi)",52.53,1.36,52.3973866813621,1.33450082329673
"MENDLESHAM -> MENDLESHAM, SUFFOLK (100 / 5.7mi)",52.33,1.11,52.250244132981,1.08020933257183
"MENSTON -> MENSTON, YORKSHIRE WEST RIDING (100 / 14.9mi)",53.96,-1.4,53.891124931401,-1.74577651126709
"MERE -> MERE, WILTSHIRE (100 / 18.6mi)",51.35,-2.16,51.0902471828364,-2.26912907102138
"MEREWORTH -> MEREWORTH, KENT (100 / 2.5mi)",51.28,0.33,51.2587612355884,0.377930704432677
"MERIDEN -> MERIDEN, WARWICKSHIRE (100 / 74.5mi)",53.51,-1.55,52.4323618372558,-1.63036978897951
"MESSINGHAM -> MESSINGHAM, LINCOLNSHIRE (100 / 8.7mi)",53.6,-0.48,53.5289963830992,-0.654068752896189
"METHWOLD -> METHWOLD, NORFOLK (100 / 2.7mi)",52.55,0.6,52.5237224389401,0.552114236905757
"MICKLEFIELD -> MICKLEFIELD, YORKSHIRE WEST RIDING (100 / 11.7mi)",53.85,-1.06,53.7971107151799,-1.33134069068362
"MIDHURST -> MIDHURST, SUSSEX (100 / 3mi)",51.01,-0.68,50.9856626870405,-0.737305875289977
"MILDENHALL -> MILDENHALL, SUFFOLK (100 / 0.5mi)",52.35,0.51,52.3433397494318,0.510178445079111
"MILSTON -> MILSTON, WILTSHIRE (100 / 4mi)",51.25,-1.71,51.2058231439736,-1.76927997692222
"MILTON -> MILTON, CAMBRIDGESHIRE (100 / 1.5mi)",52.25,0.13,52.2440774790732,0.164438835053861
"MILTON -> MILTON, KENT (100 / 2.4mi)",51.36,0.68,51.3466784264007,0.730944605256414
"MILVERTON -> MILVERTON, SOMERSET (100 / 4.1mi)",51.06,-3.33,51.0255039241395,-3.25373622804021
"MINEHEAD -> MINEHEAD, SOMERSET (100 / 3.1mi)",51.21,-3.55,51.2054608743088,-3.47906678422911
"MISTERTON -> MISTERTON, NOTTINGHAMSHIRE (100 / 7.3mi)",53.5,-0.7,53.4442270442437,-0.850147210484011
